time	V(shifted)
9.200331940763793e-001	9.102457e-001
9.208808675769173e-001	9.081352e-001
9.210000000000000e-001	9.080539e-001
9.210222452782485e-001	9.080752e-001
9.210667358347453e-001	9.081267e-001
9.211557169477389e-001	9.082695e-001
9.213336791737261e-001	9.086853e-001
9.216896036257006e-001	9.098125e-001
9.224014525296497e-001	9.121882e-001
9.234035591054296e-001	9.145929e-001
9.240000000000000e-001	9.151177e-001
9.240276092840675e-001	9.150801e-001
9.240828278522023e-001	9.149960e-001
9.241932649884719e-001	9.147930e-001
9.244141392610111e-001	9.143141e-001
9.248558878060895e-001	9.133602e-001
9.252949257028733e-001	9.127561e-001
9.257516245505720e-001	9.129501e-001
9.262238829489806e-001	9.147125e-001
9.269758946900130e-001	9.198607e-001
9.270000000000001e-001	9.200868e-001
9.270150738606080e-001	9.202561e-001
9.270452215818239e-001	9.206005e-001
9.271055170242557e-001	9.213159e-001
9.272261079091194e-001	9.228411e-001
9.274672896788468e-001	9.261565e-001
9.279496532183016e-001	9.331679e-001
9.286823726606954e-001	9.432473e-001
9.295391477666374e-001	9.527963e-001
9.300000000000001e-001	9.564382e-001
9.300059272990565e-001	9.564626e-001
9.300177818971694e-001	9.565101e-001
9.300414910933953e-001	9.566001e-001
9.301837462707503e-001	9.570040e-001
9.303734198405570e-001	9.572224e-001
9.307527669801704e-001	9.568149e-001
9.315114612593971e-001	9.540907e-001
9.325890337571495e-001	9.483018e-001
9.330000000000001e-001	9.457489e-001
9.330631526535224e-001	9.453474e-001
9.331894579605669e-001	9.445457e-001
9.334420685746560e-001	9.429193e-001
9.339472898028340e-001	9.393671e-001
9.349577322591902e-001	9.308523e-001
9.360000000000001e-001	9.204583e-001
9.360535820153403e-001	9.197969e-001
9.361607460460207e-001	9.184584e-001
9.363750741073815e-001	9.157538e-001
9.368037302301032e-001	9.106206e-001
9.376610424755465e-001	9.022007e-001
9.384559316800146e-001	8.974689e-001
9.390000000000000e-001	8.964300e-001
9.390797141861574e-001	8.966975e-001
9.392391425584723e-001	8.973979e-001
9.395579993031021e-001	8.994902e-001
9.401957127923618e-001	9.056389e-001
9.414711397708810e-001	9.211973e-001
9.420000000000000e-001	9.284340e-001
9.421254012681107e-001	9.302229e-001
9.423762038043322e-001	9.337090e-001
9.428778088767751e-001	9.399117e-001
9.438810190216609e-001	9.489212e-001
9.449358141513689e-001	9.543598e-001
9.450000000000000e-001	9.544613e-001
9.450014871700017e-001	9.544604e-001
9.450044615100051e-001	9.544585e-001
9.450104101900118e-001	9.544546e-001
9.450223075500253e-001	9.544456e-001
9.450461022700523e-001	9.544234e-001
9.450936917101062e-001	9.543633e-001
9.451888705902141e-001	9.541848e-001
9.453792283504299e-001	9.536327e-001
9.457599438708614e-001	9.520037e-001
9.465213749117244e-001	9.479694e-001
9.476352290539342e-001	9.418995e-001
9.480000000000000e-001	9.401051e-001
9.480526924791567e-001	9.399016e-001
9.481580774374703e-001	9.395127e-001
9.483688473540974e-001	9.387994e-001
9.487903871873518e-001	9.374459e-001
9.496334668538604e-001	9.340929e-001
9.510000000000000e-001	9.270013e-001
9.510394757346736e-001	9.266931e-001
9.511184272040210e-001	9.260635e-001
9.512763301427156e-001	9.247637e-001
9.515921360201050e-001	9.221857e-001
9.522237477748835e-001	9.177907e-001
9.529955736514293e-001	9.151395e-001
9.539193791327841e-001	9.158624e-001
9.540000000000000e-001	9.162354e-001
9.540080998292110e-001	9.162946e-001
9.540242994876329e-001	9.164152e-001
9.541214974381644e-001	9.172035e-001
9.542510947055399e-001	9.184008e-001
9.545102892402908e-001	9.211164e-001
9.550286783097925e-001	9.267741e-001
9.560654564487960e-001	9.362215e-001
9.570000000000000e-001	9.418541e-001
9.570377477710069e-001	9.418614e-001
9.571132433130207e-001	9.418389e-001
9.572642343970484e-001	9.416315e-001
9.575662165651039e-001	9.407152e-001
9.581701809012148e-001	9.379049e-001
9.590183953128083e-001	9.335258e-001
9.598780645609073e-001	9.296101e-001
9.600000000000000e-001	9.292006e-001
9.600261240980622e-001	9.291435e-001
9.600783722941866e-001	9.290380e-001
9.601828686864353e-001	9.288664e-001
9.603918614709329e-001	9.286505e-001
9.608098470399281e-001	9.284835e-001
9.616458181779185e-001	9.280090e-001
9.628061111963499e-001	9.262390e-001
9.630000000000000e-001	9.256639e-001
9.630011481678176e-001	9.256589e-001
9.630034445034529e-001	9.256489e-001
9.630080371747235e-001	9.256288e-001
9.630142645222334e-001	9.256015e-001
9.630267192172533e-001	9.255461e-001
9.630487160442927e-001	9.254465e-001
9.630821517937264e-001	9.252902e-001
9.631490232925938e-001	9.249617e-001
9.632827662903286e-001	9.242563e-001
9.635502522857983e-001	9.227533e-001
9.640852242767376e-001	9.199971e-001
9.651551682586163e-001	9.164355e-001
9.660000000000000e-001	9.156331e-001
9.661041767859101e-001	9.159742e-001
9.663125303577304e-001	9.167847e-001
9.667292375013709e-001	9.187566e-001
9.672494169547655e-001	9.213791e-001
9.681392248067067e-001	9.250571e-001
9.690000000000000e-001	9.272997e-001
9.690964324281292e-001	9.272445e-001
9.692892972843874e-001	9.269950e-001
9.696750269969039e-001	9.258348e-001
9.704464864219369e-001	9.213229e-001
9.716860752351496e-001	9.107101e-001
9.720000000000000e-001	9.073752e-001
9.720965498758750e-001	9.061880e-001
9.722896496276251e-001	9.037763e-001
9.726758491311253e-001	8.988836e-001
9.734482481381256e-001	8.896556e-001
9.749930461521261e-001	8.729694e-001
9.750000000000000e-001	8.729041e-001
9.750139076957477e-001	8.727890e-001
9.750417230872431e-001	8.725608e-001
9.750939238630195e-001	8.721418e-001
9.751983254145723e-001	8.713391e-001
9.754071285176780e-001	8.698571e-001
9.758247347238892e-001	8.672634e-001
9.766599471363117e-001	8.627743e-001
9.778865017912866e-001	8.566809e-001
9.780000000000000e-001	8.561168e-001
9.780037729560805e-001	8.560974e-001
9.780113188682418e-001	8.560586e-001
9.780264106925641e-001	8.559809e-001
9.780565943412090e-001	8.558246e-001
9.781169616384985e-001	8.555102e-001
9.782376962330777e-001	8.548822e-001
9.784791654222359e-001	8.536918e-001
9.789621038005524e-001	8.519447e-001
9.799279805571853e-001	8.513474e-001
9.810000000000000e-001	8.541672e-001
9.810687990624457e-001	8.547008e-001
9.812063971873372e-001	8.558280e-001
9.814815934371199e-001	8.582438e-001
9.817794774874306e-001	8.609477e-001
9.821950441540605e-001	8.644932e-001
9.827345488826825e-001	8.681137e-001
9.832683807547267e-001	8.697084e-001
9.839899780557709e-001	8.691950e-001
9.840000000000000e-001	8.691579e-001
9.840049950117067e-001	8.691298e-001
9.840149850351202e-001	8.690728e-001
9.840349650819471e-001	8.689551e-001
9.841548453629088e-001	8.681455e-001
9.843146857375243e-001	8.668299e-001
9.846343664867554e-001	8.636289e-001
9.852737279852175e-001	8.562533e-001
9.861341669157918e-001	8.463514e-001
9.870000000000000e-001	8.374285e-001
9.870720518187274e-001	8.369302e-001
9.872161554561821e-001	8.360134e-001
9.875043627310916e-001	8.344709e-001
9.880198016450058e-001	8.322484e-001
9.887768774536015e-001	8.292984e-001
9.896803944281757e-001	8.254691e-001
9.900000000000000e-001	8.238789e-001
9.900017707453512e-001	8.238686e-001
9.900053122360537e-001	8.238479e-001
9.900123952174587e-001	8.238065e-001
9.900248677701993e-001	8.237333e-001
9.900498128756806e-001	8.235853e-001
9.900997030866433e-001	8.232848e-001
9.901994835085686e-001	8.226712e-001
9.903990443524191e-001	8.214398e-001
9.907981660401203e-001	8.191146e-001
9.912261383039058e-001	8.170481e-001
9.916300512780534e-001	8.159500e-001
9.922132875787267e-001	8.164757e-001
9.930000000000000e-001	8.198325e-001
9.930810759758874e-001	8.206189e-001
9.932432279276622e-001	8.223298e-001
9.935675318312117e-001	8.262385e-001
9.942161396383109e-001	8.348219e-001
9.950875484387711e-001	8.459159e-001
9.960000000000000e-001	8.560544e-001
9.960353569063633e-001	8.563186e-001
9.961060707190896e-001	8.568217e-001
9.962474983445424e-001	8.577087e-001
9.965303535954481e-001	8.590401e-001
9.970960640972594e-001	8.602121e-001
9.982274851008820e-001	8.592257e-001
9.990000000000000e-001	8.567587e-001
9.990418010211755e-001	8.565287e-001
9.991254030635263e-001	8.560562e-001
9.992926071482280e-001	8.550577e-001
9.996270153176313e-001	8.529032e-001
1.000295831656438e+000	8.483447e-001
1.001477740383850e+000	8.402555e-001
1.002000000000000e+000	8.368255e-001
1.002048668767455e+000	8.365363e-001
1.002146006302364e+000	8.359663e-001
1.002340681372184e+000	8.348569e-001
1.002730031511822e+000	8.326887e-001
1.003508731791098e+000	8.282980e-001
1.004446735301064e+000	8.227294e-001
1.005000000000000e+000	8.192487e-001
1.005042000994498e+000	8.189681e-001
1.005126002983493e+000	8.184053e-001
1.005294006961483e+000	8.172812e-001
1.005630014917464e+000	8.151137e-001
1.006302030829425e+000	8.116038e-001
1.007646062653348e+000	8.069655e-001
1.008000000000000e+000	8.064287e-001
1.008012745515685e+000	8.064352e-001
1.008038236547054e+000	8.064501e-001
1.008089218609792e+000	8.064891e-001
1.008191182735268e+000	8.065959e-001
1.008395110986221e+000	8.068662e-001
1.008802967488127e+000	8.072492e-001
1.009581604290069e+000	8.065588e-001
1.010335793732249e+000	8.030099e-001
1.011000000000000e+000	7.971803e-001
1.011054055229685e+000	7.964126e-001
1.011162165689054e+000	7.948085e-001
1.011378386607794e+000	7.913595e-001
1.011810828445272e+000	7.841703e-001
1.012606650056499e+000	7.717648e-001
1.013332942781609e+000	7.631274e-001
1.014000000000000e+000	7.580743e-001
1.014011825689019e+000	7.580494e-001
1.014035477067056e+000	7.580042e-001
1.014177385335281e+000	7.578873e-001
1.014366596359580e+000	7.580889e-001
1.014745018408179e+000	7.593591e-001
1.015501862505377e+000	7.634578e-001
1.016257902299402e+000	7.681457e-001
1.016901602644044e+000	7.718890e-001
1.017000000000000e+000	7.723671e-001
1.017007365600916e+000	7.723969e-001
1.017022096802749e+000	7.724558e-001
1.017110484013745e+000	7.727867e-001
1.017228333628406e+000	7.731790e-001
1.017464032857728e+000	7.738721e-001
1.017935431316372e+000	7.752954e-001
1.018704791691737e+000	7.787910e-001
1.019673845744390e+000	7.857342e-001
1.020000000000000e+000	7.890041e-001
1.020023065187158e+000	7.893035e-001
1.020069195561473e+000	7.899133e-001
1.020161456310103e+000	7.911793e-001
1.020345977807363e+000	7.938406e-001
1.020715020801884e+000	7.992830e-001
1.021389191155919e+000	8.085027e-001
1.022126057395518e+000	8.158203e-001
1.023000000000000e+000	8.207227e-001
1.023039283115463e+000	8.206874e-001
1.023117849346390e+000	8.205699e-001
1.023274981808242e+000	8.201271e-001
1.023589246731948e+000	8.185632e-001
1.024217776579359e+000	8.138913e-001
1.025365811087976e+000	8.036392e-001
1.026000000000000e+000	7.978140e-001
1.026046048005459e+000	7.974383e-001
1.026138144016376e+000	7.967070e-001
1.026322336038209e+000	7.953401e-001
1.026690720081877e+000	7.929713e-001
1.027427488169212e+000	7.893966e-001
1.028901024343883e+000	7.841902e-001
1.029000000000000e+000	7.839312e-001
1.029013552654775e+000	7.839035e-001
1.029040657964324e+000	7.838487e-001
1.029094868583422e+000	7.837414e-001
1.029203289821618e+000	7.835393e-001
1.029420132298011e+000	7.832083e-001
1.029853817250797e+000	7.829663e-001
1.030721187156369e+000	7.841666e-001
1.031811316111664e+000	7.879890e-001
1.032000000000000e+000	7.890035e-001
1.032037656378761e+000	7.892615e-001
1.032112969136283e+000	7.897913e-001
1.032263594651327e+000	7.909135e-001
1.032564845681416e+000	7.933711e-001
1.033167347741593e+000	7.988479e-001
1.034372351861948e+000	8.106770e-001
1.035000000000000e+000	8.170566e-001
1.035046402754817e+000	8.175285e-001
1.035139208264452e+000	8.184631e-001
1.035324819283723e+000	8.202583e-001
1.035696041322263e+000	8.233281e-001
1.036438485399343e+000	8.269480e-001
1.037462879504175e+000	8.270668e-001
1.038000000000000e+000	8.246620e-001
1.038025152552855e+000	8.244281e-001
1.038075457658566e+000	8.239450e-001
1.038176067869987e+000	8.229103e-001
1.038377288292830e+000	8.206217e-001
1.038779729138515e+000	8.155916e-001
1.039472609018805e+000	8.067921e-001
1.040232755819972e+000	7.984806e-001
1.041000000000000e+000	7.920720e-001
1.041040240008033e+000	7.919105e-001
1.041120720024100e+000	7.916241e-001
1.041281680056234e+000	7.911979e-001
1.041550329709694e+000	7.908448e-001
1.042087629016613e+000	7.908174e-001
1.042593327537908e+000	7.910810e-001
1.043237534153270e+000	7.909966e-001
1.044000000000000e+000	7.899405e-001
1.044059920823070e+000	7.897078e-001
1.044179762469209e+000	7.892065e-001
1.044419445761487e+000	7.881171e-001
1.044898812346043e+000	7.860549e-001
1.045543985321980e+000	7.843117e-001
1.046196838180278e+000	7.848077e-001
1.046887853784519e+000	7.879410e-001
1.047000000000000e+000	7.887902e-001
1.047010857073705e+000	7.888960e-001
1.047032571221114e+000	7.891106e-001
1.047075999515933e+000	7.895546e-001
1.047162856105572e+000	7.904964e-001
1.047336569284848e+000	7.925463e-001
1.047683995643401e+000	7.969835e-001
1.048156503105810e+000	8.031512e-001
1.048708620783963e+000	8.097788e-001
1.049226737231156e+000	8.145491e-001
1.049779380309003e+000	8.177156e-001
1.050000000000000e+000	8.183280e-001
1.050024748454061e+000	8.183252e-001
1.050074245362182e+000	8.183006e-001
1.050173239178426e+000	8.181649e-001
1.050371226810912e+000	8.175936e-001
1.050767202075884e+000	8.157209e-001
1.051218535461088e+000	8.128441e-001
1.051730366991095e+000	8.091385e-001
1.052302130732716e+000	8.052998e-001
1.052993621450398e+000	8.014351e-001
1.053000000000000e+000	8.014073e-001
1.053008658527797e+000	8.013768e-001
1.053025975583391e+000	8.013169e-001
1.053057698163944e+000	8.012120e-001
1.053121143325051e+000	8.010210e-001
1.053248033647265e+000	8.007044e-001
1.053501814291691e+000	8.002686e-001
1.054009375580545e+000	7.997940e-001
1.054656164226168e+000	7.994170e-001
1.055407719125706e+000	7.987472e-001
1.056000000000000e+000	7.978450e-001
1.056015891996314e+000	7.978055e-001
1.056047675988941e+000	7.977250e-001
1.056238379944704e+000	7.971882e-001
1.056492651885722e+000	7.963526e-001
1.057001195767757e+000	7.944270e-001
1.058018283531828e+000	7.902502e-001
1.059000000000000e+000	7.861820e-001
1.059059256697959e+000	7.859576e-001
1.059177770093876e+000	7.855139e-001
1.059414796885711e+000	7.846289e-001
1.059888850469380e+000	7.826978e-001
1.060836957636719e+000	7.776870e-001
1.062000000000000e+000	7.698101e-001
1.062156369103765e+000	7.682399e-001
1.062469107311294e+000	7.648107e-001
1.063094583726352e+000	7.565138e-001
1.064345536556468e+000	7.362873e-001
1.065000000000000e+000	7.239814e-001
1.065097785589691e+000	7.218336e-001
1.065293356769074e+000	7.174883e-001
1.065684499127839e+000	7.088537e-001
1.066466783845370e+000	6.930946e-001
1.067547845051774e+000	6.751214e-001
1.068000000000000e+000	6.693887e-001
1.068011736732736e+000	6.692898e-001
1.068035210198208e+000	6.690958e-001
1.068082157129152e+000	6.687255e-001
1.068176050991040e+000	6.680509e-001
1.068363838714816e+000	6.669171e-001
1.068739414162367e+000	6.651738e-001
1.069490565057470e+000	6.623071e-001
1.070182494975135e+000	6.592320e-001
1.070923133334203e+000	6.548712e-001
1.071000000000000e+000	6.543000e-001
1.071040624976007e+000	6.539438e-001
1.071121874928020e+000	6.532075e-001
1.071284374832048e+000	6.516331e-001
1.071599713139148e+000	6.482857e-001
1.072230389753349e+000	6.411256e-001
1.073254833254525e+000	6.296121e-001
1.074000000000000e+000	6.218318e-001
1.074081869839231e+000	6.211392e-001
1.074245609517693e+000	6.197904e-001
1.074573088874616e+000	6.171359e-001
1.075049788938297e+000	6.128147e-001
1.075969353699292e+000	6.016648e-001
1.076982294401821e+000	5.856678e-001
1.077000000000000e+000	5.853247e-001
1.077020392965601e+000	5.848814e-001
1.077061178896802e+000	5.839850e-001
1.077139219188777e+000	5.822297e-001
1.077295299772726e+000	5.786071e-001
1.077607460940625e+000	5.712699e-001
1.078231783276422e+000	5.579074e-001
1.079224956603884e+000	5.421854e-001
1.080000000000000e+000	5.350495e-001
1.080112678490655e+000	5.352755e-001
1.080338035471963e+000	5.363138e-001
1.080788749434581e+000	5.410889e-001
1.081690177359816e+000	5.590097e-001
1.083000000000000e+000	5.953843e-001
1.083055683938241e+000	5.974825e-001
1.083167051814723e+000	6.017650e-001
1.083389787567686e+000	6.107849e-001
1.083835259073614e+000	6.309280e-001
1.084726202085468e+000	6.791700e-001
1.086000000000000e+000	7.591563e-001
1.086027611936640e+000	7.612341e-001
1.086082835809921e+000	7.654203e-001
1.086193283556482e+000	7.739326e-001
1.086414179049604e+000	7.914420e-001
1.086855970035849e+000	8.278030e-001
1.087739552008338e+000	9.027625e-001
1.088998270733362e+000	1.010859e+000
1.089000000000000e+000	1.011007e+000
1.089003458533275e+000	1.011302e+000
1.089010375599826e+000	1.011892e+000
1.089024209732927e+000	1.013072e+000
1.089217887596345e+000	1.029491e+000
1.089439233725966e+000	1.048007e+000
1.089881925985208e+000	1.084081e+000
1.090767310503691e+000	1.152621e+000
1.092000000000000e+000	1.243181e+000
1.092177076903697e+000	1.254999e+000
1.092531230711090e+000	1.278220e+000
1.093239538325876e+000	1.323292e+000
1.094656153555449e+000	1.411295e+000
1.095000000000000e+000	1.432375e+000
1.095192451176329e+000	1.444076e+000
1.095577353528987e+000	1.467331e+000
1.096347158234304e+000	1.512761e+000
1.097570803210910e+000	1.582425e+000
1.098000000000000e+000	1.605900e+000
1.098124649343298e+000	1.612353e+000
1.098373948029894e+000	1.625169e+000
1.098872545403085e+000	1.650911e+000
1.099869740149469e+000	1.704650e+000
1.101000000000000e+000	1.769128e+000
1.101174209397356e+000	1.780272e+000
1.101522628192067e+000	1.802927e+000
1.102219465781490e+000	1.848826e+000
1.103342177647760e+000	1.922209e+000
1.104000000000000e+000	1.964210e+000
1.104114842994635e+000	1.971185e+000
1.104344528983904e+000	1.985051e+000
1.104803900962442e+000	2.012777e+000
1.105532632922089e+000	2.058823e+000
1.106990096841383e+000	2.156479e+000
1.107000000000000e+000	2.157184e+000
1.107019806317233e+000	2.158661e+000
1.107059418951700e+000	2.161626e+000
1.107138644220634e+000	2.167605e+000
1.107297094758501e+000	2.179716e+000
1.107613995834236e+000	2.204152e+000
1.108247797985705e+000	2.251487e+000
1.109515402288644e+000	2.339411e+000
1.110000000000000e+000	2.369788e+000
1.110152437321750e+000	2.377588e+000
1.110457311965250e+000	2.391913e+000
1.111067061252250e+000	2.414207e+000
1.112286559826249e+000	2.442466e+000
1.113000000000000e+000	2.450455e+000
1.113115380848701e+000	2.449955e+000
1.113346142546104e+000	2.448018e+000
1.113807665940909e+000	2.438815e+000
1.114730712730520e+000	2.399445e+000
1.116000000000000e+000	2.316902e+000
1.116105596396389e+000	2.306202e+000
1.116316789189166e+000	2.283628e+000
1.116739174774720e+000	2.233174e+000
1.117583945945828e+000	2.115340e+000
1.119000000000000e+000	1.893967e+000
1.119111516297773e+000	1.874045e+000
1.119334548893319e+000	1.833724e+000
1.119780614084411e+000	1.751314e+000
1.120672744466595e+000	1.583182e+000
1.122000000000000e+000	1.330770e+000
1.122147879081729e+000	1.302871e+000
1.122443637245187e+000	1.247503e+000
1.123035153572102e+000	1.139292e+000
1.124218186225932e+000	9.304006e-001
1.125000000000000e+000	7.972223e-001
1.125124353880707e+000	7.771992e-001
1.125373061642122e+000	7.378386e-001
1.125870477164952e+000	6.630235e-001
1.126865308210611e+000	5.271407e-001
1.127954668011084e+000	3.932995e-001
1.128000000000000e+000	3.882594e-001
1.128090663977831e+000	3.790258e-001
1.128271991933495e+000	3.610952e-001
1.128634647844821e+000	3.277285e-001
1.129359959667473e+000	2.692058e-001
1.130524201834662e+000	1.886833e-001
1.131000000000000e+000	1.600625e-001
1.131120395051223e+000	1.539239e-001
1.131361185153671e+000	1.423206e-001
1.131842765358565e+000	1.230528e-001
1.132805925768353e+000	9.950683e-002
1.134000000000000e+000	8.868980e-002
1.134130767279243e+000	9.078278e-002
1.134392301837728e+000	9.601431e-002
1.134915370954699e+000	1.104332e-001
1.135961509188642e+000	1.474351e-001
1.137000000000000e+000	1.892401e-001
1.137168550333464e+000	1.965106e-001
1.137505651000393e+000	2.111000e-001
1.138179852334251e+000	2.408191e-001
1.139390414491857e+000	2.959327e-001
1.140000000000000e+000	3.246979e-001
1.140040455327029e+000	3.266959e-001
1.140121365981088e+000	3.307043e-001
1.140283187289206e+000	3.387483e-001
1.140606829905441e+000	3.546814e-001
1.141254115137912e+000	3.843092e-001
1.142548685602853e+000	4.364869e-001
1.143000000000000e+000	4.519519e-001
1.143072703342812e+000	4.538820e-001
1.143218110028435e+000	4.575621e-001
1.143508923399681e+000	4.641978e-001
1.144090550142173e+000	4.757013e-001
1.145033979462247e+000	4.923909e-001
1.146000000000000e+000	5.088721e-001
1.146106315711415e+000	5.108160e-001
1.146318947134244e+000	5.147780e-001
1.146744209979903e+000	5.229137e-001
1.147594735671221e+000	5.391554e-001
1.148784014997641e+000	5.611032e-001
1.149000000000000e+000	5.648662e-001
1.149153864798640e+000	5.672765e-001
1.149461594395921e+000	5.718350e-001
1.150077053590482e+000	5.796450e-001
1.151307971979604e+000	5.919593e-001
1.152000000000000e+000	5.972390e-001
1.152120918454917e+000	5.978118e-001
1.152362755364750e+000	5.988340e-001
1.152846429184416e+000	6.004013e-001
1.153813776823749e+000	6.025895e-001
1.155000000000000e+000	6.046659e-001
1.155079658410134e+000	6.048087e-001
1.155238975230402e+000	6.050931e-001
1.155557608870939e+000	6.055710e-001
1.156194876152012e+000	6.058425e-001
1.157092860885376e+000	6.042325e-001
1.158000000000000e+000	6.004886e-001
1.158107235131876e+000	5.996722e-001
1.158321705395628e+000	5.979804e-001
1.158750645923132e+000	5.946102e-001
1.159369715588371e+000	5.906033e-001
1.160165071713302e+000	5.882751e-001
1.161000000000000e+000	5.890733e-001
1.161064388515557e+000	5.895162e-001
1.161193165546671e+000	5.904963e-001
1.161450719608899e+000	5.927739e-001
1.161796918839497e+000	5.962884e-001
1.162343841085092e+000	6.022005e-001
1.162968660799873e+000	6.084313e-001
1.163646266872623e+000	6.137557e-001
1.164000000000000e+000	6.157045e-001
1.164083638096659e+000	6.158869e-001
1.164250914289977e+000	6.161198e-001
1.164585466676612e+000	6.161225e-001
1.165254571449883e+000	6.153873e-001
1.166216836319998e+000	6.144647e-001
1.167000000000000e+000	6.145309e-001
1.167070242125278e+000	6.147113e-001
1.167210726375834e+000	6.151177e-001
1.167491694876945e+000	6.160561e-001
1.167952012652320e+000	6.175774e-001
1.168743949444697e+000	6.191922e-001
1.169612724320495e+000	6.189620e-001
1.170000000000000e+000	6.179127e-001
1.170066098691165e+000	6.175463e-001
1.170198296073494e+000	6.167559e-001
1.170462690838152e+000	6.150042e-001
1.170805355637534e+000	6.126146e-001
1.171410772772475e+000	6.087722e-001
1.172054490931570e+000	6.065435e-001
1.173000000000000e+000	6.064605e-001
1.173013202758998e+000	6.065288e-001
1.173039608276993e+000	6.066703e-001
1.173198041384966e+000	6.076788e-001
1.173409285528930e+000	6.093779e-001
1.173831773816858e+000	6.135634e-001
1.174676750392715e+000	6.230115e-001
1.175899792183937e+000	6.369065e-001
1.176000000000000e+000	6.379762e-001
1.176047075978844e+000	6.384311e-001
1.176141227936531e+000	6.393172e-001
1.176329531851905e+000	6.409811e-001
1.176706139682653e+000	6.439247e-001
1.177459355344150e+000	6.486005e-001
1.178929798253286e+000	6.557154e-001
1.179000000000000e+000	6.559821e-001
1.179140403493428e+000	6.563767e-001
1.179421210480283e+000	6.570601e-001
1.179982824453993e+000	6.578171e-001
1.181106052401414e+000	6.573589e-001
1.182000000000000e+000	6.554122e-001
1.182120507870416e+000	6.548137e-001
1.182361523611250e+000	6.534855e-001
1.182843555092916e+000	6.502774e-001
1.183807618056248e+000	6.424391e-001
1.185000000000000e+000	6.314017e-001
1.185142261662892e+000	6.299372e-001
1.185426784988675e+000	6.271152e-001
1.185995831640241e+000	6.223668e-001
1.186919570300747e+000	6.180015e-001
1.187891688084366e+000	6.175293e-001
1.188000000000000e+000	6.178994e-001
1.188000746165138e+000	6.179039e-001
1.188002238495413e+000	6.179128e-001
1.188005223155963e+000	6.179308e-001
1.188010250491892e+000	6.179612e-001
1.188018599529154e+000	6.180124e-001
1.188035297603677e+000	6.181172e-001
1.188066232979842e+000	6.183186e-001
1.188217205446786e+000	6.194353e-001
1.188418502069379e+000	6.211874e-001
1.188821095314565e+000	6.251166e-001
1.189626281804936e+000	6.326953e-001
1.190800008056336e+000	6.418383e-001
1.191000000000000e+000	6.429299e-001
1.191035087332980e+000	6.430344e-001
1.191105261998941e+000	6.432205e-001
1.191245611330861e+000	6.434942e-001
1.191526309994703e+000	6.437548e-001
1.192087707322385e+000	6.438068e-001
1.192839765641953e+000	6.437986e-001
1.193305504435078e+000	6.442299e-001
1.193788050937476e+000	6.453717e-001
1.194000000000000e+000	6.461267e-001
1.194045329941264e+000	6.463485e-001
1.194135989823793e+000	6.468164e-001
1.194317309588850e+000	6.478299e-001
1.194510642372302e+000	6.490003e-001
1.194897307939206e+000	6.514217e-001
1.195400108732715e+000	6.542313e-001
1.196113896419750e+000	6.565732e-001
1.197000000000000e+000	6.571039e-001
1.197099723582425e+000	6.566724e-001
1.197299170747274e+000	6.556780e-001
1.197698065076973e+000	6.534680e-001
1.198483603250734e+000	6.499781e-001
1.199435148701797e+000	6.488463e-001
1.200000000000000e+000	6.504147e-001
1.200002589456225e+000	6.504340e-001
1.200007768368676e+000	6.504727e-001
1.200018126193577e+000	6.505509e-001
1.200028752651438e+000	6.506324e-001
1.200050005567158e+000	6.507998e-001
1.200092511398600e+000	6.511504e-001
1.200177523061483e+000	6.519088e-001
1.200347546387249e+000	6.536095e-001
1.200687593038782e+000	6.574323e-001
1.201367686341847e+000	6.652198e-001
1.202321984116180e+000	6.744778e-001
1.203000000000000e+000	6.791937e-001
1.203104263692761e+000	6.793867e-001
1.203312791078281e+000	6.795400e-001
1.203729845849323e+000	6.789256e-001
1.204563955391406e+000	6.756727e-001
1.205487374677965e+000	6.705822e-001
1.206000000000000e+000	6.674428e-001
1.206057761541384e+000	6.671079e-001
1.206173284624153e+000	6.664504e-001
1.206404330789691e+000	6.651726e-001
1.206866423120766e+000	6.626258e-001
1.207661784069530e+000	6.579612e-001
1.208444456143112e+000	6.527613e-001
1.209000000000000e+000	6.486056e-001
1.209099545680675e+000	6.477513e-001
1.209298637042024e+000	6.460252e-001
1.209696819764723e+000	6.426609e-001
1.210493185210120e+000	6.370193e-001
1.211676861287230e+000	6.310876e-001
1.212000000000000e+000	6.301816e-001
1.212128810640393e+000	6.301916e-001
1.212386431921177e+000	6.304872e-001
1.212901674482747e+000	6.324980e-001
1.213932159605886e+000	6.408190e-001
1.214937306249720e+000	6.528215e-001
1.215000000000000e+000	6.537599e-001
1.215004405061641e+000	6.538329e-001
1.215013215184922e+000	6.539793e-001
1.215030835431485e+000	6.542734e-001
1.215136556910861e+000	6.560727e-001
1.215277518883362e+000	6.585389e-001
1.215559442828366e+000	6.635433e-001
1.216123290718372e+000	6.730071e-001
1.217128504585123e+000	6.868131e-001
1.218000000000000e+000	6.954918e-001
1.218107150545828e+000	6.958371e-001
1.218321451637483e+000	6.962717e-001
1.218750053820794e+000	6.962867e-001
1.219348286283048e+000	6.951191e-001
1.220093612605347e+000	6.928837e-001
1.220890503819149e+000	6.905288e-001
1.221000000000000e+000	6.902762e-001
1.221003907462199e+000	6.902698e-001
1.221011722386596e+000	6.902570e-001
1.221027352235391e+000	6.902323e-001
1.221058611932981e+000	6.901860e-001
1.221121131328161e+000	6.901039e-001
1.221246170118521e+000	6.899714e-001
1.221496247699242e+000	6.897568e-001
1.221996402860682e+000	6.891418e-001
